ticker,sector,calendarDate,updated,dateKey,SO_Q22020,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,shareholdersEquity,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,Year,Month,Quarter
ESS,APARTMENT,3/31/08,2/21/20,5/8/08,67973.42,-18932000,3001276000,30.628,-31298000,22571000,32981000,18014000,2.4,1685483000,0,0,0,0.033,1.02,38197000,38197000,0.372,18014000,0.63,0.63,757975000,4625808605,26,16.532,15937000,0.644,69723000,0.679,0,20183000,4664188000,0,67745000,1819024000,2962896605,401000,0,-13072000,27781000,-25471000,-20818000,-26016000,5037000,47235000,0,18014000,15704000,0,0,0.153,34359000,35364000,86716000,1.619,3.909,34.109,33.068,2829643000,2310000,116.07,7.444,7.217,48235000,-92345000,102704000,0,0,6625000,1,25526808,24747925,24877626,4.15,3001276000,0,0,0,121.274,2008,3,1
ESS,APARTMENT,12/31/07,2/21/20,2/29/08,67973.42,-8988000,2980323000,31.51,-199339000,22483000,31812000,53597000,2.23,1657691000,0,100389000,0,0.035,0.93,76000000,176389000,1.837,53997000,2.08,2.03,790318000,4315879114,22,14.511,-166610000,-6.643,64201000,0.669,0,22003000,4615531000,0,67112000,1762133000,2680671114,-283000,0,-30700000,16636000,-25759000,-40927000,7915000,-9303000,32729000,0,53597000,51287000,-50598000,0,0.534,36488000,27713000,58148000,0.447,3.392,25.179,24.203,2809217000,2310000,105.04,6.9,6.637,49632000,-82805000,96013000,0,0,7754000,1,25520479,25081460,25452601,3.828,2980323000,0,400000,0,118.826,2007,12,4
ESS,APARTMENT,9/30/07,2/21/20,11/7/07,67973.42,4751000,2954400000,32.759,-157412000,21943000,33705000,12308000,2.096,1625852000,0,0,0,0.035,0.93,32543000,32543000,0.321,12308000,0.4,0.39,824391000,4236568673,27,17.831,-98916000,-3.931,67550000,0.667,0,20235000,4558309000,0,77808000,1728067000,2632659673,-2348000,0,612000,141821000,-25701000,108730000,-169574000,-11871000,58496000,0,12308000,9997000,-48000,0,0.099,32027000,35523000,55332000,2.325,3.193,37.483,35.318,2781927000,2311000,104.54,7.012,7.007,35350000,-110912000,101255000,0,0,6415000,1,25183276,25165276,25555928,4.024,2954400000,0,0,0,117.4,2007,9,3
ESS,APARTMENT,6/30/07,2/21/20,8/7/07,67973.42,14096000,2793475000,34.559,-184146000,23954000,32075000,12187000,1.83,1464122000,0,0,0,0.032,0.93,32678000,32678000,0.333,12187000,0.4,0.39,846474000,4189996641,27,17.739,-144425000,-5.896,65986000,0.673,0,20491000,4233643000,0,74685000,1549124000,2749828641,-2451000,0,214252000,-35029000,-24458000,148401000,-190573000,-3350000,39721000,0,12187000,9877000,-285000,0,0.101,31174000,34812000,38493000,2.325,3.249,38.77,36.189,2621192000,2310000,109.29,7.518,7.319,26614000,-97500000,98061000,0,0,6008000,1,25160844,24493816,25104021,4.004,2793475000,0,0,0,114.048,2007,6,2
ESS,APARTMENT,3/31/07,2/21/20,5/8/07,67973.42,268000,2576331000,26.961,-15809000,25815000,30832000,37546000,2.483,1475781000,0,0,0,0.027,0.93,55812000,55812000,0.599,37546000,1.51,1.46,631752000,4522477328,28,18.409,44122000,1.883,62362000,0.669,0,18266000,4026297000,0,70966000,1568408000,3072511328,5376000,0,1185000,64586000,-21721000,-28917000,-25638000,-15176000,59931000,0,37546000,35303000,-23043000,0,0.379,27773000,34589000,47529000,0.616,4.863,36.986,35.151,2416942000,2243000,125.84,8.651,8.302,26982000,-83985000,93194000,0,0,6096000,1,24416015,23432419,24214984,3.977,2576331000,0,0,0,109.947,2007,3,1
ESS,APARTMENT,12/31/06,2/21/20,3/1/07,67973.42,-2273000,2485840000,26.205,-54911000,23610000,27461000,17437000,2.436,1411554000,0,83036000,0,0.025,0.84,33523000,116559000,1.405,17637000,0.65,0.63,612209000,4689270360,34,21.392,-32477000,-1.39,55498000,0.669,0,15886000,3873784000,0,61660000,1491599000,3301326360,-20480000,0,22199000,9380000,-21887000,6983000,-49897000,34031000,22434000,0,17437000,15060000,-7859000,0,0.182,25760000,29738000,38614000,1.292,5.392,57.312,54.556,2348880000,2377000,136.39,9.485,9.044,18195000,-97457000,82959000,0,0,7045000,1,24205047,23362479,24142795,3.551,2485840000,0,200000,0,106.403,2006,12,4
ESS,APARTMENT,9/30/06,2/21/20,11/8/06,67973.42,-1510000,2459490000,25.61,-137075000,45141000,30842000,12477000,2.519,1402330000,0,0,0,0.026,0.84,31152000,31152000,0.34,12627000,0.46,0.45,592686000,4345558773,34,21.01,-68827000,-2.974,60700000,0.663,0,18525000,3816679000,0,55647000,1493131000,2988369773,21120000,0,13435000,-18516000,-19836000,113889000,-161017000,-22833000,68248000,0,12477000,10686000,-1064000,0,0.117,25955000,34745000,49414000,1.826,5.042,63.222,62.121,2309519000,1791000,127.97,8.576,8.499,17043000,-92849000,91542000,0,0,5289000,1,23352112,23142385,23677569,3.956,2459490000,0,150000,0,106.276,2006,9,3
ESS,APARTMENT,6/30/06,2/21/20,8/7/06,67973.42,11704000,2328244000,26.178,-24870000,23057000,29469000,22512000,2.493,1420995000,0,0,0,0.028,0.84,42147000,42147000,0.482,22650000,0.96,0.95,600782000,4165714118,34,20.402,1061000,0.046,58017000,0.663,0,19497000,3726182000,0,38756000,1497768000,2767776118,-387000,0,15717000,13562000,-19718000,2460000,-28778000,-5176000,25931000,0,22512000,22023000,-15584000,0,0.252,26477000,31540000,37567000,0.875,4.607,61.724,61.026,2194576000,489000,119.61,8.171,8.104,29845000,-84066000,87486000,0,0,5002000,1,23140006,22950172,23226466,3.812,2328244000,0,138000,0,101.448,2006,6,2
ESS,APARTMENT,3/31/06,2/21/20,5/10/06,67973.42,7056000,2296770000,25.241,-67274000,23504000,30011000,10322000,2.578,1407594000,0,0,0,0.03,0.84,29349000,29349000,0.341,10359000,0.43,0.43,577300000,3847492040,27,17.475,-23952000,-1.047,56076000,0.651,0,18990000,3680860000,0,30699000,1488470000,2463402040,-4928000,0,1209000,52837000,-19005000,24934000,-73184000,-10913000,43322000,0,10322000,9834000,0,0,0.114,25960000,30116000,42295000,1.953,4.267,40.246,40.451,2189728000,488000,107.6,7.462,7.455,14833000,-86730000,86087000,0,0,4899000,1,22894071,22871800,23095493,3.764,2296770000,0,37000,0,100.419,2006,3,1
ESS,APARTMENT,12/31/05,2/21/20,3/14/06,67973.42,660000,2239290000,25.333,-14078000,28274000,27636000,5213000,2.453,1354918000,0,80075000,0,0.031,0.81,24113000,104188000,1.25,5365000,0.21,0.19,580967000,3717773395,24,15.757,3879000,0.169,55696000,0.668,0,18748000,3565934000,0,27900000,1425109000,2391129395,-5028000,0,-24654000,42575000,-19231000,-11359000,-11626000,1362000,17957000,0,5213000,4725000,0,0,0.057,28534000,27162000,32982000,3.857,4.116,30.749,30.917,2137218000,488000,104.5,7.306,7.356,7705000,-77341000,83332000,0,0,5574000,1,22881621,22933294,23461895,3.634,2239290000,0,152000,0,97.644,2005,12,4
ESS,APARTMENT,9/30/05,2/21/20,11/8/05,67973.42,91000,2246325000,26.766,-45772000,34392000,26658000,8747000,2.258,1314239000,0,0,0,0.037,0.81,28498000,28498000,0.348,9932000,0.36,0.35,618470000,3295605345,18,12.958,-5749000,-0.249,55162000,0.674,0,18566000,3526172000,0,28839000,1396678000,2015758345,-13711000,13817000,2262000,1369000,-19195000,-22651000,-31083000,2290000,40023000,0,8747000,8259000,0,0,0.101,26283000,28879000,45024000,2.25,3.259,19.186,19.342,2143633000,488000,88.2,6.451,6.523,8069000,-63538000,81820000,0,0,4560000,1,22854403,23106569,23411959,3.541,2246325000,0,1185000,0,97.216,2005,9,3
ESS,APARTMENT,6/30/05,2/21/20,8/5/05,67973.42,-1595000,2246356000,27.08,-15859000,46685000,25598000,38878000,2.223,1313194000,0,0,0,0.037,0.81,58131000,58131000,0.737,39978000,1.66,1.64,624714000,3270447840,16,11.796,12288000,0.533,53298000,0.676,0,18153000,3512865000,0,31979000,1388559000,2003938840,20559000,-3025000,1227000,-4443000,-19367000,-30106000,22518000,39004000,28147000,0,38878000,38390000,-26333000,0,0.487,26116000,27182000,38158000,0.488,3.208,15.257,15.201,2130638000,488000,86.8,6.612,6.607,8149000,-53063000,78896000,0,0,4573000,1,23086853,23069620,23372873,3.42,2246356000,0,1100000,0,97.373,2005,6,2
MAA,APARTMENT,12/31/19,2/21/20,2/20/20,118650.25,-13178000,11230450000,53.107,-165673000,70541000,275213000,155060000,0.812,4454598000,0,125580000,0,0.026,1,194169000,319749000,0.767,150471000,1.3,1.3,6068565000,21261944848,40,20.54,-5791000,-0.051,141604000,0.34,0,43698000,15614507000,0,0,4926860000,16877887848,27859000,-749000,0,-22442000,-109504000,-124431000,-7592000,0,159882000,0,149589000,148667000,0,5471000,0.357,24701000,116903000,0,0.769,2.781,48.206,48.111,10987128000,922000,147.7,10.285,10.285,0,-1085479000,416817000,0,2104000,24701000,1,114271414,114271414,,3.648,11230450000,0,882000,0,98.279,2019,12,4
MAA,APARTMENT,9/30/19,2/21/20,10/31/19,118650.25,-14870000,11247754000,52.745,-89580000,42682000,284223000,81459000,0.831,4476114000,0,124944000,0,0.028,0.96,124649000,249593000,0.601,80136000,0.68,0.68,6016452000,20287445742,45,21.498,163491000,1.433,131409000,0.316,0,44513000,15681186000,0,0,4997488000,15854013742,-15002000,-1619000,0,-64877000,-109481000,-178218000,-89855000,0,253071000,0,78645000,77723000,0,2814000,0.187,25384000,106025000,0,1.412,2.635,60.554,60.694,11004200000,922000,138.99,9.772,9.772,0,-1119714000,415632000,0,3313000,25384000,1,114065859,114065859,,3.644,11247754000,0,1491000,0,98.608,2019,9,3
MAA,APARTMENT,6/30/19,2/21/20,8/1/19,118650.25,-9092000,11274830000,53.062,-86141000,57684000,278086000,64141000,0.825,4539989000,0,124184000,0,0.031,0.96,108535000,232719000,0.571,62599000,0.53,0.53,6051466000,18252036602,43,19.907,127648000,1.119,129304000,0.317,0,45936000,15757135000,0,0,4990201000,13769731602,-1703000,-2559000,0,-14168000,-109434000,-127550000,-87942000,0,213789000,0,61917000,60995000,0,2224000,0.15,24052000,105252000,0,1.811,2.275,58.356,58.329,11067850000,922000,120.74,8.586,8.586,0,-1086665000,407390000,0,3452000,24052000,1,114044489,114044489,,3.572,11274830000,0,682000,0,98.863,2019,6,2
MAA,APARTMENT,3/31/19,2/21/20,5/3/19,118650.25,-3300000,11303762000,53.529,-66809000,59387000,272166000,65958000,0.814,4548098000,0,123082000,0,0.034,0.96,110001000,233083000,0.581,64301000,0.55,0.55,6102122000,17011128539,41,18.668,87869000,0.771,129012000,0.322,0,45700000,15792473000,0,0,4967418000,12522417539,7714000,43000,0,18883000,-109324000,-94080000,-52884000,0,154678000,0,63660000,62738000,0,2298000,0.156,26995000,102017000,0,1.745,2.052,53.548,53.325,11099997000,922000,109.85,7.893,7.893,0,-1037268000,401178000,0,4785000,26995000,1,113995608,113995608,,3.519,11303762000,0,641000,0,99.16,2019,3,1
MAA,APARTMENT,12/31/18,2/21/20,2/21/19,118650.25,-212000,11323781000,53.999,-79026000,51673000,268255000,63517000,0.804,4528328000,0,121772000,0,0.036,0.96,106521000,228293000,0.573,62067000,0.53,0.53,6149840000,16352931095,41,18.372,54210000,0.476,129893000,0.326,0,44454000,15800436000,0,0,4942178000,11876276095,-27727000,-630000,88000,27271000,-105015000,-82371000,-78592000,0,133236000,0,61282000,60360000,0,2235000,0.152,21726000,108167000,0,1.811,1.931,54.177,54.031,11151701000,922000,104.28,7.558,7.558,0,-989263000,398148000,0,2567000,21117000,1,113888340,113888340,,3.496,11323781000,0,785000,0,99.429,2018,12,4
MAA,APARTMENT,9/30/18,2/21/20,11/1/18,118650.25,11556000,11418987000,54.529,-68413000,79400000,279289000,54704000,0.802,4504023000,0,124702000,0,0.038,0.923,98057000,222759000,0.561,53407000,0.46,0.46,6207407000,15602353342,34,16.505,168638000,1.481,117819000,0.297,0,44650000,15843610000,0,0,4977826000,11177730342,18597000,-750000,343000,-42887000,-104991000,-152058000,-66396000,0,237051000,0,52791000,51869000,0,1913000,0.131,19561000,98258000,0,2.007,1.801,39.725,39.593,11196041000,922000,98.19,7.184,7.184,0,-940773000,397108000,0,2890000,17683000,1,113837767,113837767,,3.488,11418987000,0,616000,0,100.309,2018,9,3
MAA,APARTMENT,6/30/18,2/21/20,8/2/18,118650.25,7986000,11447129000,54.937,-184988000,60803000,271655000,61981000,0.793,4548635000,0,123160000,0,0.036,0.922,103962000,227122000,0.582,60377000,0.52,0.52,6252361000,15858584504,31,15.924,26313000,0.231,118418000,0.304,0,43585000,15934961000,0,0,4958239000,11370752504,-21307000,0,237000,51561000,-104967000,-57911000,-174697000,0,211301000,0,59807000,58885000,0,2174000,0.151,23433000,94985000,0,1.773,1.819,33.122,33.083,11263013000,922000,99.91,7.367,7.367,0,-887672000,390073000,0,2963000,20607000,1,113809954,113809954,,3.427,11447129000,0,570000,0,100.581,2018,6,2
MAA,APARTMENT,3/31/18,2/21/20,5/3/18,118650.25,3000000,11417376000,55.287,-51775000,82110000,265148000,50820000,0.777,4498851000,0,121361000,0,0.039,0.922,90564000,211925000,0.549,49659000,0.42,0.42,6291242000,14859378788,30,15.116,100929000,0.887,120869000,0.313,0,40905000,15834117000,0,0,4889231000,10442637788,-6757000,-750000,-2088000,-1045000,-104876000,-112796000,-46665000,0,152704000,0,49019000,48097000,0,1801000,0.125,26811000,94058000,0,2.195,1.66,31.472,31.428,11193527000,922000,91.77,6.798,6.798,0,-840642000,386017000,0,4024000,23012000,1,113791411,113791411,,3.392,11417376000,0,640000,0,100.336,2018,3,1
MAA,APARTMENT,12/31/17,2/21/20,2/23/18,118650.25,2157000,11491919000,55.765,-147758000,88867000,259733000,128007000,0.774,4502057000,0,119593000,0,0.04,0.923,163905000,283498000,0.741,124159000,1.08,1.08,6339912000,14423503985,30,14.714,-42353000,-0.373,123005000,0.321,0,39746000,15905109000,0,0,4907617000,10010313985,-37101000,-750000,550000,11493000,-98853000,-91387000,-51119000,0,105405000,0,123450000,122528000,0,4557000,0.32,26574000,96431000,0,0.855,1.579,30.83,30.787,11261924000,922000,88.05,6.547,6.547,0,-784500000,382738000,0,2139000,21040000,1,113688972,113688972,,3.367,11491919000,0,709000,0,101.082,2017,12,4
MAA,APARTMENT,9/30/17,2/21/20,10/26/17,118650.25,790000,11532801000,55.594,-83008000,128104000,267107000,118958000,0.787,4492834000,0,118075000,18998000,0.035,0.87,155290000,273365000,0.711,115350000,1,1,6316927000,15695615836,40,18.137,148312000,1.305,117443000,0.305,1239000,39940000,15896292000,0,0,4971371000,11330885836,8192000,-48418000,224000,-76987000,-98839000,-180191000,-42937000,0,231320000,0,114709000,113787000,0,4249000,0.296,22778000,94665000,17275000,0.87,1.794,46.969,45.743,11279059000,922000,99.72,7.796,7.796,0,-802835000,384550000,0,2813000,18642000,1,113627014,113627014,,3.384,11531562000,0,641000,0,101.486,2017,9,3
MAA,APARTMENT,6/30/17,2/21/20,7/27/17,118650.25,735000,11534129000,55.439,-100034000,67518000,272329000,50155000,0.793,4573052000,0,126790000,19637000,0.033,0.87,87414000,214204000,0.56,48933000,0.42,0.42,6298341000,16195769726,45,20.608,83738000,0.737,110462000,0.289,1239000,38481000,16038424000,0,0,4991479000,11690235726,5700000,-221000,1100000,22930000,-98811000,-79368000,-98704000,0,183772000,0,48315000,47393000,0,1840000,0.124,24486000,85976000,13932000,2.071,1.856,55.212,44.739,11344375000,922000,102.9,8.686,8.686,0,-817616000,382791000,0,2600000,20279000,1,113607733,113607733,,3.369,11532890000,0,618000,0,101.515,2017,6,2
MAA,APARTMENT,3/31/17,2/21/20,4/27/17,118650.25,4223000,11559699000,55.919,-149155000,58499000,271270000,43416000,0.782,4557184000,0,130082000,19419000,0.034,0.87,79140000,209222000,0.552,42556000,0.36,0.36,6351062000,15629087332,45,21.548,-11139000,-0.098,107638000,0.284,1239000,36584000,16057145000,0,0,4963735000,11130402332,423000,58480000,-4667000,61129000,-98791000,-46918000,-90675000,0,138016000,0,41905000,40983000,0,1511000,0.108,29982000,77656000,13346000,2.417,1.753,53.132,39.516,11371148000,922000,98,9.011,9.011,0,-765749000,378908000,0,3018000,23821000,1,113575534,113575534,,3.336,11558460000,0,651000,0,101.769,2017,3,1
MAA,APARTMENT,12/31/16,2/21/20,2/24/17,118650.25,1144000,11604491000,56.399,-117810000,121800000,208003000,42058000,0.773,4499712000,0,95210000,18829000,0.033,0.87,73414000,168624000,0.549,39885000,0.4,0.4,6403819000,15965202824,46,23.93,-22993000,-0.203,99195000,0.323,1239000,33529000,15981164000,0,0,4952317000,11587290824,5719000,-485847000,299000,471473000,-61948000,405284000,-494382000,0,94817000,0,39386000,39079000,0,2672000,0.127,55338000,43857000,11970000,2.175,1.809,54.679,37.937,11341862000,307000,102.05,10.297,10.297,0,-707479000,307198000,0,5509000,17655000,1,113545231,113545231,,2.706,11603252000,0,499000,0,102.191,2016,12,4
MAA,APARTMENT,9/30/16,2/21/20,10/28/16,118650.25,-2045000,6881313000,39.492,-180176000,58854000,183605000,88906000,1.248,3434157000,0,76959000,12221000,0.036,0.82,116901000,193860000,0.7,84733000,1.12,1.12,2983332000,10200538240,29,15.777,-29170000,-0.386,93293000,0.337,1607000,32168000,10255009000,0,0,3724373000,6825235240,1538000,30000,-913000,-52492000,-61930000,-118746000,-30722000,0,151006000,0,84279000,84279000,0,4627000,0.304,19503000,73790000,9080000,0.732,2.288,31.624,31.481,6759821000,0,90.35,6.311,6.311,0,-647390000,276898000,0,2019000,14569000,1,75542172,75542172,,3.665,6879706000,0,454000,0,91.071,2016,9,3
MAA,APARTMENT,6/30/16,2/21/20,7/29/16,118650.25,-4150000,6869381000,39.131,-125361000,51410000,178697000,47630000,1.265,3489425000,0,75966000,12386000,0.03,0.82,77640000,153606000,0.564,45601000,0.6,0.6,2955744000,11446138798,33,17.654,8770000,0.116,93539000,0.344,1607000,32039000,10305789000,0,0,3739693000,8008123798,-1905000,375000,526000,48231000,-61917000,-16570000,-119466000,0,134131000,0,45144000,45144000,0,2486000,0.166,15745000,77794000,7464000,1.367,2.709,35.866,35.697,6759790000,0,106.02,7.508,7.508,0,-670954000,272236000,0,2073000,15324000,1,75534086,75534086,,3.604,6867774000,0,457000,0,90.923,2016,6,2
MAA,APARTMENT,3/31/16,2/21/20,5/6/16,118650.25,-3976000,6827921000,39.342,-99816000,49824000,176008000,45808000,1.24,3443963000,0,75148000,12052000,0.031,0.82,75912000,151060000,0.562,43701000,0.58,0.58,2970729000,11103684883,25,15.076,4269000,0.057,93008000,0.346,1607000,32211000,10220453000,0,0,3683275000,7709545883,-9375000,1418000,-1640000,19367000,-61857000,-47543000,-65917000,0,104085000,0,43413000,43413000,0,2395000,0.161,16299000,76709000,8222000,1.414,2.595,24.519,24.426,6714366000,0,102.1,7.32,7.32,0,-653756000,269016000,0,1885000,15586000,1,75509754,75509754,,3.563,6826314000,0,288000,0,90.403,2016,3,1
MAA,APARTMENT,12/31/15,2/21/20,2/26/16,118650.25,-1589000,6847781000,39.666,-119941000,63641000,171456000,45367000,1.23,3427568000,0,71246000,11623000,0.034,0.82,76784000,148030000,0.562,43241000,0.57,0.57,2992097000,10284793274,23,13.691,-17756000,-0.235,91882000,0.349,1607000,33543000,10210101000,0,0,3681708000,6920866274,-7317000,59612000,295000,11797000,-58043000,-49173000,-60329000,0,102185000,0,42987000,42987000,0,2380000,0.163,15119000,76763000,5922000,1.439,2.313,20.828,20.805,6718366000,0,91.75,6.637,6.637,0,-634141000,263338000,0,1709000,14497000,1,75431785,75431785,,3.491,6846174000,0,254000,0,90.76,2015,12,4
MAA,APARTMENT,9/30/15,2/21/20,10/30/15,118650.25,-6306000,6887341000,39.849,-133242000,134197000,174697000,96828000,1.235,3425135000,0,74064000,11446000,0.036,0.77,121588000,195652000,0.747,92246000,1.22,1.22,3003782000,9712507467,22,13.093,1764000,0.023,87301000,0.333,1607000,29342000,10176672000,0,0,3708754000,6421569467,14846000,-32661000,130000,-12012000,-58310000,-73425000,-46735000,0,135006000,0,91734000,91734000,0,5094000,0.35,14163000,73138000,10509000,0.631,2.138,19.83,19.812,6675575000,0,85.19,6.227,6.227,0,-614500000,261998000,0,1675000,13507000,1,75379381,75379381,,3.476,6885734000,0,512000,0,91.348,2015,9,3
MAA,APARTMENT,6/30/15,2/21/20,7/31/15,118650.25,952000,6843413000,39.491,-162510000,83436000,175252000,143873000,1.241,3442244000,0,75553000,11281000,0.038,0.77,166225000,241778000,0.934,136697000,1.81,1.81,2976616000,9414424895,22,13.203,-36837000,-0.489,83639000,0.323,1607000,29528000,10200614000,0,0,3694830000,6055616895,10447000,-20544000,588000,-57733000,-57886000,-118251000,3025000,0,125673000,0,136299000,136299000,0,7574000,0.526,14802000,68837000,11884000,0.425,2.034,20.248,20.237,6683457000,0,80.34,5.949,5.949,0,-647413000,258891000,0,1474000,13643000,1,75374868,75374868,,3.435,6841806000,0,398000,0,90.77,2015,6,2
MAA,APARTMENT,3/31/15,2/21/20,5/1/15,118650.25,-2453000,6799682000,38.385,-78521000,45282000,173506000,64677000,1.293,3479493000,0,74034000,10490000,0.039,0.77,91708000,165742000,0.643,61777000,0.81,0.81,2892214000,9177888721,29,15.19,22336000,0.296,84305000,0.327,2321000,29931000,10231572000,0,0,3739976000,5743677721,-7070000,-6425000,-929000,-13759000,-57840000,-75751000,-32176000,0,100857000,0,61267000,61267000,-433000,3410000,0.238,15398000,68907000,7680000,0.951,1.986,29.549,29.547,6687578000,0,76.23,5.723,5.723,0,-726062000,257811000,0,1289000,15059000,1,75346684,75346684,,3.422,6797361000,0,510000,0,90.214,2015,3,1
MAA,APARTMENT,12/31/14,2/21/20,2/25/15,118650.25,-412000,6831028000,38.388,-190680000,53582000,168656000,36458000,1.305,3524515000,0,72921000,10526000,0.04,0.77,65714000,138635000,0.549,35340000,0.46,0.46,2890524000,9001523872,33,15.635,-129639000,-1.722,83818000,0.332,2321000,30374000,10299640000,0,0,3773306000,5530590872,-62365000,55371000,634000,56245000,-54860000,-1044000,-122362000,0,61041000,0,34525000,34525000,-478000,1933000,0.137,15542000,68276000,8395000,1.674,1.913,37.374,37.284,6663820000,0,73.45,5.59,5.59,0,-729086000,252474000,0,1046000,12920000,1,75297357,75297357,,3.353,6828707000,0,815000,0,90.69,2014,12,4
MAA,APARTMENT,9/30/14,2/21/20,10/31/14,118650.25,396000,6783014000,38.708,-60292000,147552000,170855000,70719000,1.271,3430014000,0,71213000,9970000,0.041,0.73,95669000,166882000,0.671,67418000,0.89,0.89,2912973000,8599927234,38,15.651,38388000,0.51,77926000,0.313,2321000,28251000,10063155000,0,0,3702054000,5317465234,61448000,15576000,11949000,-62563000,-54884000,-108567000,71335000,0,98680000,0,66976000,66976000,-385000,3743000,0.269,14431000,63495000,10089000,0.82,1.825,51.04,82.163,6516541000,0,70.66,5.463,5.463,0,-705022000,248781000,0,1135000,13940000,1,75254249,75254249,,3.306,6780693000,0,442000,0,90.104,2014,9,3
